55051	NRDE2	14	90274276	90332137	-
5097	PCDH1	5	141852319	141878410	-
9813	EFCAB14	1	46675159	46719064	-
6727	SRP14	15	40035690	40039202	-
724031	MIR661	8	143945191	143945279	-
8569	MKNK1	1	46557407	46607140	-
10948	STARD3	17	39637080	39664201	+
57704	GBA2	9	35736862	35749255	-
9914	ATP2C2	16	84368523	84465777	+
10817	FRS3	6	41770176	41779905	-
93166	PRDM6	5	123089146	123194266	+
51195	RAPGEFL1	17	40177010	40195656	+
55603	FAM46A	6	81745730	81752711	-
1017	CDK2	12	55966769	55972789	+
29940	DSE	6	116254152	116441261	+
60682	SMAP1	6	70667771	70862015	+
1045	CDX2	13	27960918	27969368	-
2044	EPHA5	4	65319563	65670838	-
1841	DTYMK	2	241675742	241686968	-
10196	PRMT3	11	20387530	20510861	+
26152	ZNF337	20	25673195	25696904	-
84448	ABLIM2	4	7965310	8158832	-
102466270	MIR6741	1	225922080	225922142	-
8646	CHRD	3	184380073	184389835	+
4286	MITF	3	69739435	69968337	+
79139	DERL1	8	123013164	123042423	-
3908	LAMA2	6	128883141	129516566	+
29103	DNAJC15	13	43023226	43109170	+
146325	PRR35	16	559786	565529	+
1540	CYLD	16	50742026	50801935	+
9146	HGS	17	81683932	81702121	+
819	CAMLG	5	134737927	134752160	+
9258	MFHAS1	8	8783354	8893621	-
5992	RFX4	12	106582907	106762804	+
29119	CTNNA3	10	65912518	67696217	-
79888	LPCAT1	5	1461427	1523961	-
100505832	PROX1-AS1	1	213819641	213986153	-
63027	SLC22A23	6	3268973	3456574	-
7905	REEP5	5	112876384	112922334	-
84159	ARID5B	10	61901254	62096948	+
157657	C8orf37	8	95244913	95270602	-
10409	BASP1	5	17216823	17276845	+
4661	MYT1	20	64164474	64242253	+
102465501	MIR6834	6	33290245	33290325	+
3843	IPO5	13	97953641	98024296	+
1186	CLCN7	16	1444933	1475084	-
80011	FAM192A	16	57152466	57186242	-
260434	PYDC1	16	31215962	31217093	-
84766	CRACR2A	12	3613366	3753216	-
817	CAMK2D	4	113451032	113761927	-
3800	KIF5C	2	148875223	149026759	+
27434	POLM	7	44072062	44082540	-
58525	WIZ	19	15421507	15449956	-
55743	CHFR	12	132840352	132887618	-
83641	FAM107B	10	14518557	14774897	-
2	A2M	12	9067708	9115962	-
6551	SLC9A3P1	10	50150391	50152586	+
53347	UBASH3A	21	42403862	42447680	+
166336	PRICKLE2	3	64093850	64445476	-
154007	SNRNP48	6	7590199	7611967	+
64084	CLSTN2	3	139935185	140577397	+
4619	MYH1	17	10492307	10518719	-
79874	RABEP2	16	28904421	28925211	-
9489	PGS1	17	78378618	78424659	+
56941	HMCES	3	129278806	129305293	+
653192	TRIM43B	2	95476967	95484731	-
2898	GRIK2	6	101393708	102070083	+
3632	INPP5A	10	132537779	132783480	+
60312	AFAP1	4	7758713	7939926	-
79092	CARD14	17	80169992	80209331	+
23101	MCF2L2	3	183176116	183428990	-
9227	LRAT	4	154740841	154753119	+
10301	DLEU1	13	50082169	50528643	+
3217	HOXB7	17	48607232	48611021	-
79158	GNPTAB	12	101745497	101830867	-
1585	CYP11B2	8	142910559	142917843	-
59067	IL21	4	122612628	122621057	-
714	C1QC	1	22643625	22648110	+
667	DST	6	56457987	56954671	-
8563	THOC5	22	29508167	29554254	-
55558	PLXNA3	X	154458281	154473646	+
81539	SLC38A1	12	46183055	46269425	-
129607	CMPK2	2	6840417	6866635	-
166863	RBM46	4	154781250	154828813	+
9811	CTIF	18	48539056	48863217	+
2675	GFRA2	8	21690403	21789296	-
2990	GUSB	7	65960684	65982314	-
3018	HIST1H2BB	6	26043227	26043657	-
92797	HELB	12	66302545	66343643	+
57604	KIAA1456	8	12945674	13029777	+
119392	SFR1	10	104122058	104126385	+
254272	TBC1D28	17	18634434	18644431	-
26049	FAM169A	5	74777574	74867994	-
6772	STAT1	2	190969036	191014250	-
56978	PRDM8	4	80183418	80204329	+
3090	HIC1	17	2055099	2059687	+
56937	PMEPA1	20	57648392	57711536	-
54542	RC3H2	9	122849453	122905283	-
23276	KLHL18	3	47282840	47346816	+
4927	NUP88	17	5384833	5419739	-
8721	EDF1	9	136862114	136866336	-
26574	AATF	17	36948875	37056871	+
574455	MIR193B	16	14303967	14304049	+
644890	MEIG1	10	14959439	14972851	+
286133	SCARA5	8	27869882	27992852	-
253512	SLC25A30	13	45393316	45434016	-
375616	KCP	7	128870645	128910719	-
6935	ZEB1	10	31318495	31529814	+
9468	PCYT1B	X	24558087	24672862	-
11194	ABCB8	7	151028422	151047782	+
388939	C2orf71	2	29061690	29074261	-
55830	GLT8D1	3	52694484	52706083	-
54212	SNTG1	8	49909726	50796656	+
3920	LAMP2	X	120426148	120469349	-
51378	ANGPT4	20	869899	916367	-
1418	CRYGA	2	208160740	208163573	-
10423	CDIPT	16	29858356	29863288	-
139728	PNCK	X	153669723	153687568	-
1183	CLCN4	X	10156945	10237660	+
8411	EEA1	12	92772509	92975228	-
11245	GPR176	15	39795049	39920933	-
3663	IRF5	7	128937737	128950042	+
91782	CHMP7	8	23243637	23262000	+
155185	AMZ1	7	2679522	2767486	+
25970	SH2B1	16	28846600	28874213	+
2037	EPB41L2	6	130829111	131063322	-
3059	HCLS1	3	121631398	121660948	-
3241	HPCAL1	2	10302124	10427617	+
139596	UPRT	X	75274059	75304897	+
55703	POLR3B	12	106357658	106510198	+
22929	SEPHS1	10	13317428	13348298	-
3956	LGALS1	22	37675606	37679802	+
9228	DLGAP2	8	1501366	1708476	+
10308	ZNF267	16	31873758	31917951	+
170371	C10orf128	10	49154724	49188580	-
441548	BTBD7P1	10	13156683	13158243	-
221424	LRRC73	6	43506965	43510343	-
7319	UBE2A	X	119574467	119584429	+
5479	PPIB	15	64155815	64163155	-
335	APOA1	11	116835751	116837950	-
55679	LIMS2	2	127638421	127681786	-
3110	MNX1	7	157004853	157010653	-
50484	RRM2B	8	102204501	102239118	-
57521	RPTOR	17	80544825	80966373	+
10316	NMUR1	2	231519903	231530471	-
23062	GGA2	16	23463542	23510494	-
59274	MESDC1	15	81000954	81004004	+
1611	DAP	5	10679230	10761275	-
1102	RCBTB2	13	48488963	48535995	-
605	BCL7A	12	122021886	122062044	+
7936	NELFE	6	31952087	31959087	-
24147	FJX1	11	35618187	35620873	+
197322	ACSF3	16	89093809	89160556	+
57180	ACTR3B	7	152759749	153070979	+
164832	LONRF2	2	100273291	100322733	-
401250	MCCD1	6	31528962	31530231	+
1829	DSG2	18	31498004	31549008	+
5260	PHKG1	7	56079927	56093450	-
390598	SKOR1	15	67819704	67834561	+
10007	GNPDA1	5	142000669	142013055	-
124975	GGT6	17	4556927	4560596	-
339983	NAT8L	4	2059512	2069089	+
431707	LHX8	1	75128434	75199454	+
27301	APEX2	X	55000323	55007873	+
79066	METTL16	17	2416049	2511906	-
1284	COL4A2	13	110307284	110513027	+
4092	SMAD7	18	48919853	48950711	-
5336	PLCG2	16	81779258	81962693	+
3782	KCNN3	1	154697462	154870278	-
23187	PHLDB1	11	118606296	118658038	+
3691	ITGB4	17	75721328	75757819	+
3093	UBE2K	4	39698044	39782792	+
148398	SAMD11	1	925741	944581	+
4916	NTRK3	15	87859749	88256796	-
339479	BRINP3	1	190097662	190477997	-
1944	EFNA3	1	155078872	155087538	+
781	CACNA2D1	7	81946444	82443921	-
2188	FANCF	11	22622533	22625841	-
83660	TLN2	15	62390527	62844631	+
529	ATP6V1E1	22	17592136	17628822	-
4629	MYH11	16	15703135	15857032	-
254173	TTLL10	1	1173709	1197936	+
9020	MAP3K14	17	45263119	45317064	-
7431	VIM	10	17227935	17237593	+
11103	KRR1	12	75497639	75511638	-
6464	SHC1	1	154962298	154974492	-
10256	CNKSR1	1	26177490	26189884	+
92154	MTSS1L	16	70661204	70686207	-
59269	HIVEP3	1	41506365	42035925	-
123606	NIPA1	15	22786225	22829789	+
25817	FAM19A5	22	48489460	48751935	+
26835	RNU4-1	12	120293094	120293237	-
9968	MED12	X	71118556	71142454	+
100131661	FTLP5	19	3870794	3872207	+
55970	GNG12	1	67701466	67833779	-
6904	TBCD	17	82752048	82943186	+
94015	TTYH2	17	74213557	74262020	+
51327	AHSP	16	31527852	31528804	+
373856	USP41	22	20363621	20390758	-
158572	USP27X-AS1	X	49876724	49879356	-
11004	KIF2C	1	44739704	44767767	+
2627	GATA6	18	22169437	22202528	+
6504	SLAMF1	1	160608103	160647537	-
80176	SPSB1	1	9292882	9369532	+
55845	BRK1	3	10115649	10127190	+
170691	ADAMTS17	15	99971438	100342924	-
57128	LYRM4	6	5031029	5260950	-
646643	SBK2	19	55529336	55537175	-
4255	MGMT	10	129467184	129770983	+
8476	CDC42BPA	1	226989865	227318492	-
83549	UCK1	9	131523796	131531275	-
11343	MGLL	3	127689062	127823250	-
255189	PLA2G4F	15	42141134	42156641	-
57690	TNRC6C	17	77974984	78108835	+
3635	INPP5D	2	233059967	233207903	+
11043	MID2	X	107820961	107931637	+
10180	RBM6	3	49940038	50077252	+
54985	HCFC1R1	16	3022620	3024286	-
11222	MRPL3	3	131462201	131503016	-
84501	SPIRE2	16	89817477	89871319	+
51166	AADAT	4	170060222	170091699	-
23355	VPS8	3	184812137	185052614	+
220164	DOK6	18	69401027	69849087	+
5230	PGK1	X	78104169	78126827	+
64168	NECAB1	8	90791693	90959402	+
91526	ANKRD44	2	196962617	197310797	-
51196	PLCE1	10	93993989	94329447	+
9372	ZFYVE9	1	52142001	52348664	+
149041	RC3H1	1	173931084	173993072	-
150590	C2orf15	2	99141613	99151487	+
9564	BCAR1	16	75229030	75268053	-
1141	CHRNB2	1	154567781	154580026	+
10166	SLC25A15	13	40789411	40812460	+
63950	DMRTA2	1	50417550	50423447	-
3672	ITGA1	5	52788302	52953655	+
387597	ILDR2	1	166913204	166975324	-
267	AMFR	16	56361452	56425538	-
79922	MRM1	17	36601581	36634698	+
338328	GPIHBP1	8	143213193	143217170	+
57508	INTS2	17	61865367	61928029	-
4919	ROR1	1	63774019	64181498	+
132612	ADAD1	4	122378966	122429815	+
6704	SPRR2E	1	153093135	153094528	-
1414	CRYBB1	22	26599278	26618103	-
554210	MIR429	1	1169005	1169087	+
11070	TMEM115	3	50354749	50359508	-
9352	TXNL1	18	56602822	56651276	-
27327	TNRC6A	16	24610260	24826227	+
221184	CPNE2	16	57092543	57147966	+
4752	NEK3	13	52132643	52159861	-
259236	TMIE	3	46693800	46710923	+
219960	OR10Q1	11	58227882	58228918	-
3716	JAK1	1	64833223	65067746	-
93107	KCNG4	16	84221135	84239750	-
348120	LINC01193	15	20940438	20993304	+
400451	FAM174B	15	92617447	92734219	-
167691	LCA5	6	79484991	79537430	-
387273	KRTAP5-10	11	71565563	71566620	+
9831	ZNF623	8	143636013	143653730	+
340385	ZNF517	8	144798876	144813033	+
30834	ZNRD1	6	30061240	30064909	+
55117	SLC6A15	12	84859488	84912876	-
6846	XCL2	1	168540765	168543997	-
343263	MYBPHL	1	109292365	109309394	-
8621	CDK13	7	39949501	40097134	+
9682	KDM4A	1	43650118	43705518	+
145873	MESP2	15	89776358	89778754	+
9612	NCOR2	12	124324411	124567464	-
7133	TNFRSF1B	1	12166948	12209222	+
7021	TFAP2B	6	50817692	50847619	+
80326	WNT10A	2	218874116	218893931	+
7170	TPM3	1	154155304	154192135	-
7586	ZKSCAN1	7	100015572	100045523	+
23389	MED13L	12	115958576	116277219	-
5394	EXOSC10	1	11066613	11099910	-
302	ANXA2	15	60347151	60398025	-
7923	HSD17B8	6	33204637	33206831	+
23168	RTF1	15	41417104	41483563	+
8924	HERC2	15	28111037	28322173	-
53904	MYO3A	10	25934073	26212536	+
23774	BRD1	22	49773278	49827927	-
23576	DDAH1	1	85318485	85578363	-
83439	TCF7L1	2	85133460	85310388	+
54979	HRASLS2	11	63552759	63565072	-
334	APLP2	11	130069821	130144811	+
83605	CCM2	7	44999746	45076470	+
84141	EVA1A	2	75492318	75569722	-
9712	USP6NL	10	11460510	11611789	-
28982	FLVCR1	1	212858255	212899363	+
7070	THY1	11	119417941	119424985	-
2070	EYA4	6	133240340	133532120	+
222256	CDHR3	7	105876773	106036431	+
78997	GDAP1L1	20	44247099	44280917	+
3360	HTR4	5	148451032	148654527	-
656	BMP8B	1	39757182	39788861	-
6793	STK10	5	172042070	172188342	-
10235	RASGRP2	11	64726911	64745456	-
5985	RFC5	12	118016701	118033568	+
51134	CEP83	12	94268832	94459991	-
25973	PARS2	1	54756898	54764553	-
646982	LINC00598	13	40347132	40481006	-
80005	DOCK5	8	25184723	25415716	+
375190	FAM228B	2	24076874	24169638	+
158511	CSAG1	X	152727484	152733736	-
143458	LDLRAD3	11	35943981	36232136	+
51422	PRKAG2	7	151556114	151877231	-
27067	STAU2	8	73420369	73747708	-
65003	MRPL11	11	66435075	66438860	-
1723	DHODH	16	72008744	72027659	+
54919	DNAAF5	7	726701	786479	+
317761	C14orf39	14	60435954	60499773	-
103695365	LINC01435	10	107871576	108069293	-
84624	FNDC1	6	159169397	159272108	+
64224	HERPUD2	7	35632659	35695187	-
359787	DPPA3	12	7711454	7717559	+
284611	FAM102B	1	108560349	108639327	+
220136	CFAP53	18	50227193	50266522	-
101927324	LINC01475	10	99526350	99531177	-
100506697	LINC00327	13	23469512	23487464	+
27199	OXGR1	13	96985719	96995842	-
55760	DHX32	10	125836337	125896483	-
406932	MIR140	16	69933081	69933180	+
431704	RGS21	1	192316992	192367285	+
5753	PTK6	20	63528413	63537370	-
9844	ELMO1	7	36852906	37449409	-
255631	COL24A1	1	85728507	86156987	-
346606	MOGAT3	7	101192886	101201131	-
23001	WDFY3	4	84669537	84966391	-
5111	PCNA	20	5114953	5126622	-
23764	MAFF	22	38201932	38216511	+
50	ACO2	22	41469125	41528989	+
22827	PUF60	8	143816344	143829386	-
6934	TCF7L2	10	112950219	113167678	+
9700	ESPL1	12	53268257	53293643	+
285	ANGPT2	8	6499651	6563420	-
22839	DLGAP4	20	36306323	36528637	+
5585	PKN1	19	14433354	14471867	+
80313	LRRC27	10	132330063	132381506	+
1292	COL6A2	21	46098071	46132849	+
6293	VPS52	6	33250272	33271965	-
23090	ZNF423	16	49487531	49857919	-
221060	C10orf111	10	15095385	15097319	-
128366	OR6P1	1	158562651	158563604	-
4703	NEB	2	151485334	151734487	-
9705	ST18	8	52110832	52409879	-
112	ADCY6	12	48766191	48789096	-
57575	PCDH10	4	133149290	133208606	+
64288	ZSCAN31	6	28324737	28358202	-
55803	ADAP2	17	30921736	30959193	+
1307	COL16A1	1	31652247	31704167	-
8706	B3GALNT1	3	161083883	161105528	-
10076	PTPRU	1	29236516	29326813	+
63928	CHP2	16	23754627	23758951	+
23512	SUZ12	17	31937010	32001045	+
79674	VEPH1	3	157259742	157503626	-
11218	DDX20	1	111755568	111767577	+
116933	CLRN1-AS1	3	150972678	151079830	+
127943	FCRLB	1	161721544	161728143	+
172	AFG3L1P	16	89972580	90000787	+
148641	SLC35F3	1	233904712	234324518	+
5023	P2RX1	17	3896591	3916666	-
3066	HDAC2	6	113936156	113971195	-
2902	GRIN1	9	137139092	137168762	+
8883	NAE1	16	66802878	66830977	-
54516	MTRF1L	6	152987349	153007301	-
100499183	BAALC-AS1	8	103156990	103172140	-
734	OSGIN2	8	89901868	89927888	+
54503	ZDHHC13	11	19117099	19176420	+
25962	KIAA1429	8	94487777	94553518	-
85440	DOCK7	1	62454726	62688368	-
92140	MTDH	8	97643972	97730260	+
56922	MCCC1	3	183015218	183099587	-
27436	EML4	2	42169338	42332548	+
128989	TANGO2	22	20017000	20067164	+
118	ADD1	4	2843732	2930076	+
150465	TTL	2	112482127	112532646	+
27201	GPR78	4	8580237	8590023	+
2941	GSTA4	6	52977948	52995380	-
84167	C19orf44	19	16496311	16521369	+
23586	DDX58	9	32455302	32526324	-
54996	MARC2	1	220748246	220784815	+
27287	VENTX	10	133237904	133241930	+
123803	NTAN1	16	15037853	15056079	-
8493	PPM1D	17	60600183	60666280	+
100420005	FAR2P4	2	131296823	131309115	+
124976	SPNS2	17	4498834	4539933	+
387763	C11orf96	11	43942556	43943883	+
54890	ALKBH5	17	18183553	18209954	+
27235	COQ2	4	83138568	83285129	-
4609	MYC	8	127736069	127741434	+
8195	MKKS	20	10404780	10434239	-
23219	FBXO28	1	224114087	224162047	+
56853	CELF4	18	37243040	37566052	-
386678	KRTAP10-11	21	44646414	44647650	+
114780	PKD1L2	16	81100879	81220370	-
4774	NFIA	1	61077124	61462788	+
83879	CDCA7	2	173354017	173368992	+
51537	MTFP1	22	30425623	30429054	+
79701	OGFOD3	17	82389210	82418637	-
55740	ENAH	1	225486832	225660045	-
55250	ELP2	18	36129874	36177931	+
26119	LDLRAP1	1	25543580	25590400	+
161882	ZFPM1	16	88451782	88535166	+
388503	C3P1	19	10041356	10074138	+
6490	PMEL	12	55954105	55966712	-
23358	USP24	1	55066359	55215374	-
5600	MAPK11	22	50263713	50270393	-
389073	C2orf80	2	208165347	208190258	-
10882	C1QL1	17	44959693	44968276	-
51094	ADIPOR1	1	202940825	202958572	-
79805	VASH2	1	212935543	212991585	+
57554	LRRC7	1	69567130	70152426	+
10695	CNPY3	6	42928002	42939287	+
163786	SASS6	1	100082632	100133095	-
2046	EPHA8	1	22563508	22603594	+
91156	IGFN1	1	201190780	201228952	+
64065	PERP	6	138088505	138107523	-
127845	GOLT1A	1	204198158	204214092	-
1060	CENPC	4	67468762	67545601	-
10087	COL4A3BP	5	75368486	75511981	-
753	LDLRAD4	18	13217691	13652754	+
22894	DIS3	13	72755402	72782128	-
51379	CRLF3	17	30782684	30824760	-
1635	DCTD	4	182890091	182917477	-
2779	GNAT1	3	50191610	50197696	+
6546	SLC8A1	2	40112146	40512452	-
253012	HEPACAM2	7	93188586	93232297	-
10657	KHDRBS1	1	32013694	32060859	+
115795	FANCD2OS	3	10081320	10108603	-
25829	TMEM184B	22	38216045	38273034	-
51507	RTFDC1	20	56468585	56518886	+
387082	SUMO4	6	149400359	149401046	+
79104	MEG8	14	100894770	100906968	+
116123	FMO9P	1	166603916	166625238	+
54537	FAM35A	10	87094478	87191468	+
2255	FGF10	5	44301655	44389780	-
644	BLVRA	7	43758153	43807342	+
29803	REPIN1	7	150368228	150374044	+
23302	WSCD1	17	6069106	6124427	+
27332	ZNF638	2	71276543	71435061	+
101929071	LINC01182	4	13655179	13931228	+
197258	FUK	16	70454421	70480274	+
758	MPPED1	22	43412014	43507848	+
146822	CDRT15	17	14235856	14236833	-
349633	PLET1	11	112248153	112260860	-
6891	TAP2	6	32821833	32838823	-
8500	PPFIA1	11	70270687	70384501	+
6942	TCF20	22	42160013	42283927	-
152002	XXYLT1	3	195068276	195271166	-
221692	PHACTR1	6	12716635	13290484	+
25	ABL1	9	130713881	130887675	+
2767	GNA11	19	3094410	3124002	+
643837	LINC01128	1	827591	859446	+
57481	KIAA1210	X	119078635	119151082	-
5621	PRNP	20	4686151	4701588	+
830	CAPZA2	7	116862478	116919261	+
2114	ETS2	21	38805307	38824955	+
151525	WDSUB1	2	159235793	159286799	-
6189	RPS3A	4	151099573	151104652	+
219770	GJD4	10	35605410	35608935	+
444	ASPH	8	61500556	61714640	-
55700	MAP7D1	1	36155965	36180849	+
2597	GAPDH	12	6534405	6538375	+
8744	TNFSF9	19	6530999	6535928	+
57531	HACE1	6	104682670	104859919	-
1047	CLGN	4	140388453	140427661	-
51161	C3orf18	3	50558025	50574835	-
100846978	LINC00506	3	87089280	87157069	+
51421	AMOTL2	3	134355345	134375417	-
23144	ZC3H3	8	143437655	143549729	-
283385	MORN3	12	121651108	121672650	-
284116	KRT42P	17	41626327	41640199	-
57167	SALL4	20	51782717	51802523	-
143384	CACUL1	10	118680982	118755246	-
10336	PCGF3	4	705741	770980	+
92211	CDHR1	10	84194635	84219621	+
7101	NR2E1	6	108166058	108188809	+
84503	ZNF527	19	37371055	37393066	+
284069	FAM171A2	17	44353215	44363867	-
22828	SCAF8	6	154733378	154834244	+
100287718	ANKRD66	6	46746917	46759218	+
10533	ATG7	3	11272324	11564704	+
11255	HRH3	20	62213845	62220267	-
85462	FHDC1	4	152911570	152979696	+
121551	BTBD11	12	107317168	107659642	+
4498	MT1JP	16	56635739	56637086	+
6945	MLX	17	42567060	42573203	+
34	ACADM	1	75724347	75763679	+
94158	CDRT15P1	17	14024498	14025598	+
647174	SERPINE3	13	51334976	51362391	+
54828	BCAS3	17	60677811	61392838	+
271	AMPD2	1	109619813	109632055	+
3693	ITGB5	3	124761948	124901411	-
7485	WRB	21	39380287	39397889	+
53343	NUDT9	4	87420002	87459454	+
140710	SOGA1	20	36777442	36863684	-
6421	SFPQ	1	35176378	35193161	-
80028	FBXL18	7	5454448	5513813	-
5315	PKM	15	72199029	72231624	-
7707	ZNF148	3	125225669	125375354	-
9697	TRAM2	6	52497402	52577064	-
259283	MDS2	1	23627334	23640566	+
259230	SGMS1	10	50305585	50623977	-
127703	C1orf216	1	35713876	35719189	-
29035	C16orf72	16	9091329	9119698	+
83939	EIF2A	3	150546678	150586016	+
9583	ENTPD4	8	23429152	23457731	-
4087	SMAD2	18	47833095	47931193	-
9184	BUB3	10	123154244	123165370	+
55160	ARHGEF10L	1	17520197	17697875	+
91010	FMNL3	12	49636499	49707414	-
7074	TIAM1	21	31118418	31559977	-
515	ATP5F1	1	111449121	111461918	+
79778	MICALL2	7	1433639	1459497	-
55061	SUSD4	1	223220819	223364240	-
81563	C1orf21	1	184387016	184629021	+
146167	SLC38A8	16	84009667	84043372	-
646262	LACTBL1	1	22953043	22972316	-
1301	COL11A1	1	102876467	103108580	-
911	CD1C	1	158289773	158294774	+
221955	DAGLB	7	6409116	6448012	-
55968	NSFL1C	20	1442162	1467720	-
81669	CCNL2	1	1385711	1399338	-
10970	CKAP4	12	106237881	106247935	-
6913	TBX15	1	118883043	118989556	-
647024	C6orf132	6	42101119	42142977	-
81875	ISG20L2	1	156721891	156728599	-
5241	PGR	11	101029624	101130681	-
6046	BRD2	6	32968660	32981505	+
3679	ITGA7	12	55684568	55716037	-
55209	SETD5	3	9397700	9478154	+
387	RHOA	3	49359136	49412097	-
4009	LMX1A	1	165201867	165356715	-
171023	ASXL1	20	32358062	32439319	+
116173	CMTM5	14	23376439	23379772	+
10286	BCAS2	1	114567557	114581644	-
231	AKR1B1	7	134442352	134459136	-
5064	PALM	19	708953	748330	+
84925	DIRC2	3	122795054	122892157	+
115677	NOSTRIN	2	168786539	168865339	+
5987	TRIM27	6	28903002	28923991	-
1893	ECM1	1	150508011	150513789	+
6187	RPS2	16	1962061	1964826	-
352966	HLA-W	6	29955834	29959058	+
57186	RALGAPA2	20	20389558	20712638	-
255119	C4orf22	4	80321265	80963756	+
1378	CR1	1	207496128	207641765	+
9521	EEF1E1	6	8073360	8102595	-
27161	AGO2	8	140520158	140642406	-
84132	USP42	7	6078743	6161564	+
65110	UPF3A	13	114281584	114305817	+
286	ANK1	8	41653225	41896762	-
83394	PITPNM3	17	6451263	6556557	-
285780	LY86-AS1	6	6346465	6622826	-
10765	KDM5B	1	202725185	202809470	-
134	ADORA1	1	203127705	203167405	+
11281	POU6F2	7	38977878	39468601	+
644815	FAM83G	17	18968789	19006144	-
81693	AMN	14	102922430	102930842	+
6596	HLTF	3	149030064	149086554	-
5786	PTPRA	20	2864195	3038669	+
10139	ARFRP1	20	63698642	63708013	-
83463	MXD3	5	177305500	177312291	-
10903	MTMR11	1	149928651	149936898	-
58189	WFDC1	16	84294706	84329851	+
9619	ABCG1	21	42199689	42304389	+
57700	FAM160B1	10	114821744	114899827	+
783	CACNB2	10	18140560	18545881	+
54823	SWT1	1	185157023	185291781	+
347544	RPL18AP16	X	153662127	153662741	+
2712	GK2	4	79406353	79408218	-
84210	ANKRD20A1	9	67859315	67902394	+
55163	PNPO	17	47941523	47949308	+
89884	LHX4	1	180228372	180278982	+
9699	RIMS2	8	103500026	104254430	+
57599	WDR48	3	39051986	39096671	+
100192378	ZFHX4-AS1	8	76610879	76683275	-
255967	PAN3	13	28138079	28295338	+
4493	MT1E	16	56625673	56627112	+
7071	KLF10	8	102648777	102655902	-
4200	ME2	18	50878604	50949795	+
5793	PTPRG	3	61561569	62297609	+
128178	EDARADD	1	236394380	236484708	+
84709	MGARP	4	139266163	139280338	-
27245	AHDC1	1	27534245	27604178	-
9194	SLC16A7	12	59595934	59789855	+
4758	NEU1	6	31859052	31862932	-
257068	PLCXD2	3	111674676	111846447	+
91584	PLXNA4	7	132123332	132648688	-
65109	UPF3B	X	119805311	119853028	-
1468	SLC25A10	17	81712236	81721016	+
2734	GLG1	16	74447427	74607144	-
401145	CCSER1	4	90127394	91602219	+
9953	HS3ST3B1	17	14301050	14349404	+
91582	RPS19BP1	22	39529093	39532855	-
102466745	MIR6832	6	31633787	31633858	+
152065	C3orf22	3	126524439	126558965	-
6011	GRK1	13	113645771	113735664	+
160897	GPR180	13	94601850	94634645	+
10060	ABCC9	12	21797389	21941869	-
124401	ANKS3	16	4696510	4734377	-
55341	LSG1	3	194640788	194672477	-
3351	HTR1B	6	77460848	77464022	-
64788	LMF1	16	853632	981615	-
160518	DENND5B	12	31382223	31591018	-
6345	SRL	16	4189374	4242253	-
766	CA7	16	66844379	66854149	+
200916	RPL22L1	3	170864875	170870256	-
4908	NTF3	12	5432114	5495299	+
80031	SEMA6D	15	47184101	47774223	+
6910	TBX5	12	114353911	114408708	-
4318	MMP9	20	46008908	46016561	+
6636	SNRPF	12	95858931	95866460	+
57524	CASKIN1	16	2177183	2196464	-
57480	PLEKHG1	6	150599863	150843665	+
55526	DHTKD1	10	12068917	12123228	+
653820	FAM72B	1	121167646	121186896	-
80201	HKDC1	10	69220303	69267559	+
117532	TMC2	20	2536607	2642185	+
388965	FUNDC2P2	2	84290682	84292200	+
200844	C3orf67	3	58716415	59050078	-
9710	KIAA0355	19	34254551	34355566	+
64854	USP46	4	52590960	52659335	-
285888	CNPY1	7	155501258	155533844	-
11273	ATXN2L	16	28823048	28837237	+
391524	THRAP3P1	3	31452643	31456091	+
10221	TRIB1	8	125430100	125438405	+
254050	LRRC43	12	122167719	122203471	+
401232	LINC01011	6	2987967	2991171	+
3651	PDX1	13	27919982	27926314	+
90459	ERI1	8	8892225	9100262	+
342035	GLDN	15	51341516	51413365	+
201134	CEP112	17	65635540	66192131	-
4733	DRG1	22	31399553	31434186	+
59344	ALOXE3	17	8095900	8118916	-
5460	POU5F1	6	31164337	31170693	-
124540	MSI2	17	57255851	57684689	+
10253	SPRY2	13	80335976	80341115	-
64386	MMP25	16	3045963	3060729	+
10157	AASS	7	122073544	122144290	-
57016	AKR1B10	7	134527592	134541414	+
83451	ABHD11	7	73736094	73738867	-
100862662	ALDH1L1-AS2	3	126180065	126210169	+
284992	CCDC150	2	196639632	196733668	+
55367	PIDD1	11	799179	809504	-
6966	TRGC1	7	38260088	38265678	-
253782	CERS6	2	168456249	168775134	+
51569	UFM1	13	38349771	38363007	+
5420	PODXL	7	131500262	131556617	-
91543	RSAD2	2	6865733	6898239	+
55159	RFWD3	16	74621396	74666892	-
5550	PREP	6	105277567	105403124	-
55544	RBM38	20	57391398	57409333	+
440107	PLEKHG7	12	92736489	92772092	+
56672	AKIP1	11	8911117	8920079	+
7084	TK2	16	66508003	66550412	-
3709	ITPR2	12	26335337	26833198	-
10815	CPLX1	4	784957	826157	-
2033	EP300	22	41092610	41180077	+
219793	TBATA	10	70771237	70785419	-
4330	MN1	22	27748277	27801498	-
200014	CC2D1B	1	52348437	52366291	-
4155	MBP	18	76978833	77133708	-
28976	ACAD9	3	128879490	128916075	+
29948	OSGIN1	16	83953222	83966332	+
124565	SLC38A10	17	81244811	81295433	-
6947	TCN1	11	59852808	59866568	-
115825	WDFY2	13	51584194	51766799	+
440992	RPS20P14	3	186900073	186900622	+
3425	IDUA	4	986997	1004557	+
